ID,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,a_sum_1,a_sum_2,a_sum_3,b_sum_1,b_sum_2,b_sum_3,b_sum_4,b_sum_5,b_sum_6,c_sum_1,c_sum_2,c_sum_3,c_sum_4,c_sum_5,u_sum_1,u_sum_2,t_sum_1,t_sum_2,s_sum_1
85949638,Женщина,30,Город с численностью от 100 тысяч до 500 тысяч,Высшее,5-10 лет,5-10 лет,Юриспруденция;,До 500 человек,юрисконсульт,80,60 000 — 100 000,Да,13.621206479779815,16.502777776245804,18.029973990555796,17,12,6,10,10,9,11,10,6,5,12,16,16,28,30,20
85949636,Мужчина,37,Город с численностью от 100 тысяч до 500 тысяч,Высшее,10-15 лет,3-5 лет,Производство;,1000+ человек,оператор станков с ЧПУ,50,60 000 — 100 000,Нет,22.814222727746767,24.20893854280128,27.253756218277317,23,20,12,20,11,9,17,17,7,14,21,6,8,28,31,25
85949630,Женщина,44,Город с численностью от 100 тысяч до 500 тысяч,Среднее общее (11 классов),5-10 лет,1-3 года,Торговля;,До 500 человек,продавец кассир,100,30 000 — 60 000,Нет,20.41176805062672,22.630296177005345,24.194793060781294,23,19,11,20,15,13,20,20,14,14,25,5,5,34,33,5
85949625,Мужчина,50,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,0-1 года,"Продажи, закупки;",До 1000 человек,инженер,10000,60 000 — 100 000,Нет,20.36292277999849,19.860952639223736,25.671346683164565,18,18,6,15,13,8,20,16,14,15,23,5,8,29,31,18
85949608,Женщина,44,Город с численностью от 50 тысяч до 100 тысяч,Высшее,15-20 лет,15-20 лет,"Финансы, бухгалтерия, банки;",До 500 человек,Бухгалтер,50,15 000 — 30 000,Да,17.260118627582926,22.519862288754137,14.918082876695031,18,12,9,15,6,8,4,12,11,13,19,8,9,23,27,27
85949589,Женщина,43,Москва,Высшее,5-10 лет,1-3 года,Торговля;,До 50 человек,продавец-консультант,20,15 000 — 30 000,Нет,16.28454126289704,17.29209895914377,15.500492411807782,20,13,8,16,10,9,8,11,8,10,17,14,16,26,28,12
85949552,Женщина,43,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,3-5 лет,Транспорт;,До 500 человек,инженер,50,30 000 — 60 000,Нет,16.7304371627332,19.06144249692538,24.671346683164565,14,14,9,15,11,9,16,17,11,12,19,10,11,36,25,26
85949532,Мужчина,44,Санкт-Петербург,Неоконченное высшее,20 + лет,15-20 лет,Другое,До 50 человек,прораб,100,30 000 — 60 000,Нет,13.62763301031763,11.913946451049483,17.029973990555796,15,12,8,13,8,8,14,14,10,12,18,14,14,32,26,16
85949498,Женщина,-30,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,3-5 лет,"Финансы, бухгалтерия, банки;",До 500 человек,бухгалтер,-50,60 000 — 100 000,Нет,15.62763301031763,18.29209895914377,15.971010833059772,17,15,9,15,12,8,16,14,10,10,18,12,14,31,27,21
85949496,Мужчина,46,Город с численностью жителей миллион и более человек,Высшее,20 + лет,1-3 года,Производство;,До 1000 человек,инженер по охране труда,80,60 000 — 100 000,Да,18.28454126289704,16.502777776245804,20.559455569303807,16,14,10,14,9,11,14,12,9,12,17,8,10,39,35,20
85949455,Женщина,51,Город с численностью жителей миллион и более человек,Высшее,20 + лет,20 + лет,Образование;,До 1000 человек,директор центра,90,30 000 — 60 000,Нет,17.109782123917835,22.650273822121704,23.253756218277317,19,15,9,13,9,9,15,17,12,14,20,5,8,28,24,21
85949430,Мужчина,40,Город с численностью от 100 тысяч до 500 тысяч,Высшее,15-20 лет,10-15 лет,Производство;,До 500 человек,Ведущий Инженер,70,30 000 — 60 000,Нет,10.04267974430186,9.45552665922073,15.447564455443043,15,12,8,12,8,9,10,11,10,12,15,11,11,38,28,19
85949354,Мужчина,32,Город с численностью жителей миллион и более человек,Высшее,10-15 лет,5-10 лет,Производство;,До 1000 человек,разработка,100,100 000 — 150 000,Да,10.843497970008542,6.916839583657509,15.447564455443043,11,12,4,10,5,4,13,14,9,9,15,14,14,28,32,16
85949280,Мужчина,44,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),20 + лет,3-5 лет,Производство;,1000+ человек,слесарь,100,30 000 — 60 000,Нет,25.598357768055855,24.20893854280128,28.78323779702533,21,20,12,20,16,16,20,20,15,15,25,5,5,41,36,21
85949277,Женщина,43,Город с численностью от 500 тысяч до 950 тысяч,Неоконченное высшее,20 + лет,0-1 года,Другое,До 50 человек,графический дизайнер,0,0 — 15 000,Нет,11.93473254818563,16.03456929870108,22.253756218277317,15,11,5,13,7,5,10,16,7,9,22,5,14,36,31,17
85949270,Женщина,33,Город с численностью от 500 тысяч до 950 тысяч,Высшее,10-15 лет,3-5 лет,Образование;,До 1000 человек,менеджер,25,15 000 — 30 000,Да,14.699587996881268,15.713456593347837,22.141865104416553,15,13,8,14,10,12,7,11,10,12,15,10,12,32,30,19
85949238,Женщина,41,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),15-20 лет,15-20 лет,Производство;,До 500 человек,рабочий,25,30 000 — 60 000,Нет,9.964298227200405,11.944113055566227,15.553420368172521,16,11,8,14,10,11,20,17,12,15,11,13,11,35,20,14
85949235,Женщина,29,Санкт-Петербург,Высшее,5-10 лет,1-3 года,Гостиничный бизнес;,До 50 человек,менеджер,75,30 000 — 60 000,Да,13.777969513982722,14.04435798441705,16.447564455443043,20,18,12,17,9,6,5,10,5,10,12,19,16,31,22,9
85949234,Женщина,43,Город с численностью менее 50 тысяч,Основное общее (9 классов),10-15 лет,5-10 лет,Медицина;,До 500 человек,оператор,11000,15 000 — 30 000,Да,14.62763301031763,13.833679167315019,16.447564455443043,12,10,6,10,8,8,7,12,9,9,15,15,15,21,21,20
85949226,Женщина,32,Город с численностью жителей миллион и более человек,Два и более высших и/или научная степень,10-15 лет,0-1 года,Образование;,До 500 человек,методист,100,15 000 — 30 000,Да,13.97715128827604,13.813701522198661,17.447564455443043,12,14,6,13,10,9,10,15,10,9,15,12,14,33,27,22
85949195,Женщина,40,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,5-10 лет,Торговля;,До 500 человек,бухгалтер,55000,30 000 — 60 000,Да,6.132630835641794,17.492989090529836,18.194793060781294,21,18,8,15,7,9,6,9,4,15,7,12,16,41,40,5
85949171,Мужчина,41,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,5-10 лет,Производство;,1000+ человек,токарь,53,0 — 15 000,Затрудняюсь ответить,14.4040286007102,10.984068345798942,20.03600919168708,19,16,8,18,13,11,9,11,5,11,14,19,17,29,27,17
85949152,Женщина,47,Город с численностью жителей миллион и более человек,Высшее,20 + лет,15-20 лет,Красота и здоровье;,До 500 человек,руководитель отдела,80,200 000 — 400 000,Да,18.31539042874897,23.309183471652105,25.78323779702533,24,20,11,20,13,16,19,20,11,15,25,6,8,24,27,30
85949124,Мужчина,27,Город с численностью от 500 тысяч до 950 тысяч,Неоконченное высшее,10-15 лет,1-3 года,Логистика;,До 1000 человек,электрик,20,60 000 — 100 000,Да,11.603210375003517,21.519862288754137,18.088937148051816,14,11,5,9,7,10,4,5,5,9,20,7,13,26,29,14
85949108,Мужчина,39,Город с численностью от 500 тысяч до 950 тысяч,Высшее,10-15 лет,5-10 лет,"Продажи, закупки;",До 500 человек,кладовщик,40,30 000 — 60 000,Нет,18.959445620252744,19.84097499410738,18.029973990555796,21,17,8,17,10,11,8,14,10,15,20,8,12,32,32,21
85949066,Мужчина,52,Город с численностью от 500 тысяч до 950 тысяч,Основное общее (9 классов),20 + лет,0-1 года,Обслуживание;,До 50 человек,стюард,25,60 000 — 100 000,Да,7.385771491722453,14.094458663634773,12.335673341582282,14,11,4,12,7,4,10,9,5,8,8,19,13,38,29,13
85949061,Женщина,31,Город с численностью жителей миллион и более человек,Высшее,10-15 лет,5-10 лет,Медицина;,1000+ человек,специалист по рабоие с юр лицами,47000,60 000 — 100 000,Нет,17.53125538843988,17.750518750972525,24.671346683164565,18,20,10,18,16,12,18,18,10,14,19,11,11,32,26,18
85949047,Мужчина,40,Москва,Неоконченное высшее,15-20 лет,0-1 года,Транспорт;,1000+ человек,Машинист буровой установки,10,100 000 — 150 000,Нет,23.77311690703506,24.20893854280128,27.78323779702533,19,17,6,19,14,11,13,11,10,15,21,9,12,41,33,28
85949028,Мужчина,33,Москва,Высшее,10-15 лет,1-3 года,Другое,1000+ человек,специалист неголосовых обращений,80,30 000 — 60 000,Затрудняюсь ответить,12.699587996881268,12.144602913267875,16.977046034191055,19,12,6,14,9,10,8,18,10,15,14,16,15,23,24,16
85949008,Женщина,36,Город с численностью жителей миллион и более человек,Высшее,10-15 лет,5-10 лет,Торговля;,До 50 человек,руководитель отдела продаж,70,60 000 — 100 000,Да,17.38091888477479,19.981175213190916,20.559455569303807,17,19,11,17,14,12,12,13,7,12,20,7,8,29,31,27
85948997,Женщина,38,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,3-5 лет,"Продажи, закупки;",До 50 человек,директор,60,15 000 — 30 000,Нет,18.694735389933605,24.20893854280128,22.78323779702533,20,19,8,17,12,10,8,18,15,15,23,6,5,33,29,10
85948957,Женщина,33,Город с численностью от 50 тысяч до 100 тысяч,Высшее,10-15 лет,10-15 лет,Образование;,До 50 человек,психолог,85,15 000 — 30 000,Нет,14.62763301031763,16.29209895914377,19.559455569303807,6,10,6,10,8,6,11,15,12,12,18,13,17,30,30,20
85948951,Женщина,36,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,0-1 года,Торговля;,1000+ человек,менеджер,30,60 000 — 100 000,Затрудняюсь ответить,14.428451236024312,17.272121314027416,18.61238352566854,19,18,9,19,12,11,9,13,9,11,17,12,12,30,26,18
85948935,Женщина,37,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,5-10 лет,"Финансы, бухгалтерия, банки;",1000+ человек,Директор по развитию,80,400 000 +,Нет,17.887490633689104,23.419617359903313,8.223782227721522,24,16,8,20,8,8,20,16,15,15,25,5,6,33,31,30
85948894,Женщина,54,Город с численностью менее 50 тысяч,Высшее,20 + лет,20 + лет,Образование;,До 500 человек,учитель,70,15 000 — 30 000,Нет,14.681591892104972,19.191854030292948,18.029973990555796,12,11,7,13,8,10,9,13,8,12,17,11,12,29,23,21
85948881,Мужчина,34,Город с численностью от 500 тысяч до 950 тысяч,Неоконченное высшее,1-3 года,1-3 года,Общественное питание;,До 50 человек,бармен,90,60 000 — 100 000,Нет,24.77311690703506,21.00115285830727,28.78323779702533,18,18,12,18,10,9,11,14,9,12,23,12,17,41,30,11
85948829,Мужчина,32,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,3-5 лет,Транспорт;,До 1000 человек,водитель,60,60 000 — 100 000,Нет,16.27811473235922,18.312076604260128,22.618418726799828,19,15,9,18,14,15,15,14,7,13,22,17,17,21,25,22
81800346,Женщина,52,Москва,Высшее,20 + лет,3-5 лет,"Маркетинг, реклама, PR;",1000+ человек,главный специалист,100,60 000 — 100 000,Да,10.024683639525565,12.04435798441705,17.559455569303807,12,12,7,11,10,8,10,12,7,11,13,18,17,31,23,20
81800305,Женщина,33,Город с численностью от 500 тысяч до 950 тысяч,Два и более высших и/или научная степень,10-15 лет,10-15 лет,Образование;,До 50 человек,Учитель,100,30 000 — 60 000,Нет,19.08535948860372,23.419617359903313,26.78323779702533,23,19,11,19,12,13,12,7,9,6,9,16,20,26,29,30
81800139,Женщина,36,Город с численностью жителей миллион и более человек,Неоконченное высшее,5-10 лет,1-3 года,Производство;,До 500 человек,Пекарь,25,15 000 — 30 000,Да,17.65848217616956,24.20893854280128,23.194793060781294,19,18,8,17,8,8,4,11,9,15,20,8,6,38,28,27
81800005,Женщина,52,Город с численностью от 50 тысяч до 100 тысяч,Среднее общее (11 классов),15-20 лет,5-10 лет,Другое,До 1000 человек,оператор,7000,15 000 — 30 000,Затрудняюсь ответить,21.06224977266831,20.630296177005345,23.088937148051816,15,14,7,11,8,7,4,4,5,12,12,21,13,31,28,5
81799991,Женщина,40,Город с численностью от 50 тысяч до 100 тысяч,Неоконченное высшее,5-10 лет,1-3 года,"Продажи, закупки;",1000+ человек,кассир,20000,15 000 — 30 000,Затрудняюсь ответить,7.367775386946156,5.257929934127108,14.447564455443043,12,11,7,9,5,7,4,10,6,8,8,19,18,40,33,6
81799923,Женщина,32,Город с численностью от 100 тысяч до 500 тысяч,Высшее,10-15 лет,5-10 лет,Образование;,До 500 человек,делопроизводитель,75,30 000 — 60 000,Нет,21.037827137354196,22.650273822121704,24.618418726799828,17,17,8,15,13,8,18,19,15,15,24,8,11,29,32,28
81799880,Женщина,44,Город с численностью от 500 тысяч до 950 тысяч,Два и более высших и/или научная степень,20 + лет,5-10 лет,Производство;,До 1000 человек,инженер,60,30 000 — 60 000,Да,15.761286328585129,21.84097499410738,11.80619176283427,12,6,5,6,10,9,9,9,7,15,14,19,17,31,29,18
81799789,Женщина,40,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,5-10 лет,Обслуживание;,До 50 человек,бухгалтер,100,30 000 — 60 000,Да,22.917026880162332,18.84097499410738,28.78323779702533,17,20,10,20,14,10,12,14,15,15,25,5,10,28,29,23
81799725,Женщина,44,Город с численностью жителей миллион и более человек,Два и более высших и/или научная степень,20 + лет,5-10 лет,Производство;,До 500 человек,Начальник отдела кадров,100,30 000 — 60 000,Нет,20.96587215079056,18.191854030292948,23.671346683164565,12,10,6,10,8,8,12,17,9,15,19,5,12,36,23,24
81799682,Мужчина,51,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),20 + лет,20 + лет,Другое,До 1000 человек,слесарь,10,30 000 — 60 000,Нет,14.297133319761222,24.20893854280128,28.78323779702533,15,18,3,16,6,4,17,18,7,13,19,8,17,38,31,25
81799653,Женщина,45,Санкт-Петербург,Высшее,20 + лет,1-3 года,Обслуживание;,1000+ человек,менеджер по продвижению,80,60 000 — 100 000,Нет,18.38091888477479,18.96119756807456,20.029973990555796,9,12,10,16,9,9,16,18,14,14,21,6,9,30,27,15
81799632,Мужчина,42,Москва,Высшее,20 + лет,3-5 лет,Гостиничный бизнес;,1000+ человек,начальник отдела,70,150 000 — 200 000,Нет,20.941449515476446,22.419617359903313,25.253756218277317,20,15,9,18,11,12,15,13,12,11,23,6,10,23,34,27
81799620,Женщина,34,Город с численностью от 50 тысяч до 100 тысяч,Высшее,10-15 лет,5-10 лет,Красота и здоровье;,До 500 человек,программист,100,15 000 — 30 000,Затрудняюсь ответить,14.777969513982722,24.20893854280128,23.724274639529305,20,15,6,17,14,13,7,12,7,14,19,11,8,34,28,23
81799583,Мужчина,42,Поселок городского типа,Неоконченное высшее,10-15 лет,3-5 лет,Обслуживание;,1000+ человек,х....та,30,15 000 — 30 000,Да,20.67031275461949,21.051653811209412,13.812226963965557,16,17,9,10,9,11,5,12,4,7,8,14,9,35,34,19
81799538,Женщина,25,Москва,Среднее общее (11 классов),1-3 года,1-3 года,Красота и здоровье;,До 1000 человек,помощник врача,87,30 000 — 60 000,Да,18.2125862763334,20.750518750972525,19.559455569303807,18,15,8,14,12,11,6,12,9,11,17,11,12,29,30,14
81799533,Женщина,41,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,15-20 лет,"Продажи, закупки;",1000+ человек,кавист,70000,60 000 — 100 000,Нет,10.970724757738223,10.375259375486262,12.335673341582282,14,11,8,12,10,12,16,14,10,13,20,15,15,21,18,22
81799526,Женщина,40,Город с численностью жителей миллион и более человек,Два и более высших и/или научная степень,15-20 лет,5-10 лет,Другое,До 1000 человек,Ведущий специалист,100,30 000 — 60 000,Нет,17.38091888477479,20.750518750972525,20.559455569303807,16,13,9,11,10,9,12,17,9,14,21,7,10,34,28,19
81799461,Мужчина,40,Москва,Среднее общее (11 классов),20 + лет,20 + лет,Другое,1000+ человек,водитель,100,60 000 — 100 000,Да,18.260118627582926,19.96119756807456,22.141865104416553,20,18,9,19,12,10,9,11,11,13,18,11,11,38,29,19
81799435,Женщина,31,Город с численностью от 500 тысяч до 950 тысяч,Два и более высших и/или научная степень,10-15 лет,3-5 лет,Образование;,До 1000 человек,старший преподаватель,100,30 000 — 60 000,Нет,13.833241315148765,18.211831675409307,15.394636499078306,17,12,7,16,10,10,9,12,5,7,14,12,14,39,30,28
81799371,Женщина,48,Санкт-Петербург,Среднее общее (11 классов),20 + лет,0-1 года,Другое,1000+ человек,швея,20,15 000 — 30 000,Затрудняюсь ответить,14.62763301031763,13.833679167315019,16.447564455443043,17,15,5,15,12,12,12,13,9,9,14,15,15,38,30,14
81799362,Мужчина,38,Москва,Среднее общее (11 классов),15-20 лет,10-15 лет,Другое,До 50 человек,грузчик,100,60 000 — 100 000,Затрудняюсь ответить,14.62763301031763,13.944113055566227,16.447564455443043,13,11,6,10,9,9,13,12,9,9,14,18,15,28,24,15
81799313,Мужчина,45,Санкт-Петербург,Основное общее (9 классов),15-20 лет,10-15 лет,"Продажи, закупки;",До 50 человек,Мастер,106,15 000 — 30 000,Да,17.36292277999849,13.292098959143772,7.111891113860761,18,17,7,19,8,9,13,14,10,12,17,14,13,26,31,23
81799254,Женщина,36,Москва,Высшее,10-15 лет,10-15 лет,Образование;,До 50 человек,менеджер,100,30 000 — 60 000,Затрудняюсь ответить,19.387345415312605,19.85076367982335,26.253756218277317,14,15,7,17,12,10,15,17,12,12,19,11,14,38,27,12
81799244,Мужчина,33,Город с численностью менее 50 тысяч,Высшее,10-15 лет,10-15 лет,Производство;,1000+ человек,руководитель,60,30 000 — 60 000,Нет,9.121061261403314,16.502777776245804,16.029973990555796,14,13,6,10,7,8,13,16,9,11,16,10,14,29,27,22
81799240,Женщина,37,Город с численностью менее 50 тысяч,Среднее общее (11 классов),10-15 лет,10-15 лет,Обслуживание;,До 50 человек,экспедитор,70,30 000 — 60 000,Нет,13.549251493216177,16.502777776245804,16.977046034191055,12,10,6,9,9,9,9,12,7,12,11,16,15,24,23,23
81799235,Женщина,33,Город с численностью от 500 тысяч до 950 тысяч,Неоконченное высшее,10-15 лет,5-10 лет,Другое,До 500 человек,Тестировщик,100,60 000 — 100 000,Да,13.874347135860472,13.064335629533407,19.029973990555796,12,10,7,10,9,9,9,12,8,9,10,14,17,26,27,17
81799145,Женщина,40,Город с численностью от 100 тысяч до 500 тысяч,Высшее,15-20 лет,1-3 года,Другое,До 500 человек,специалист,100,100 000 — 150 000,Да,24.694735389933605,24.20893854280128,24.194793060781294,18,10,6,13,9,12,12,19,15,15,21,5,7,26,31,26
81799130,Женщина,26,Москва,Высшее,3-5 лет,3-5 лет,Торговля;,До 1000 человек,администратор,60,15 000 — 30 000,Да,18.28454126289704,15.292098959143772,20.559455569303807,21,19,11,18,15,13,12,13,8,9,17,11,9,30,29,20
81799057,Мужчина,35,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),10-15 лет,0-1 года,Другое,До 50 человек,производитель работ,20,100 000 — 150 000,Нет,19.163741005705177,23.419617359903313,25.253756218277317,17,15,8,19,9,9,8,10,9,13,25,7,9,21,30,22
81799019,Мужчина,33,Город с численностью жителей миллион и более человек,Неоконченное высшее,10-15 лет,3-5 лет,Другое,До 500 человек,программист,65,100 000 — 150 000,Нет,16.7304371627332,19.171876385176592,23.194793060781294,15,14,8,17,14,8,19,18,11,15,20,5,13,28,22,17
81799015,Женщина,53,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),20 + лет,5-10 лет,Торговля;,До 50 человек,Бухгалтер,80,30 000 — 60 000,Затрудняюсь ответить,16.332073614146562,14.93392409616584,24.253756218277317,12,15,6,14,7,5,14,14,11,12,15,9,10,36,28,18
81799002,Женщина,34,Москва,Два и более высших и/или научная степень,10-15 лет,5-10 лет,Медицина;,1000+ человек,врач,25,30 000 — 60 000,Да,14.531255388439881,21.630296177005345,23.253756218277317,13,14,5,13,9,10,8,13,10,13,14,20,20,35,28,25
81798977,Женщина,45,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),15-20 лет,1-3 года,"Продажи, закупки;",До 50 человек,специалист ОМТС5,50,30 000 — 60 000,Затрудняюсь ответить,3.6569082525794077,9.927028543057896,18.194793060781294,12,10,7,11,6,5,11,11,11,3,7,25,23,33,25,24
81798957,Мужчина,30,Город с численностью от 100 тысяч до 500 тысяч,Высшее,5-10 лет,5-10 лет,Другое,До 1000 человек,инженер,100,60 000 — 100 000,Нет,19.08535948860372,19.519862288754137,22.141865104416553,11,9,5,9,8,4,17,16,10,13,21,11,20,37,29,30
81798949,Мужчина,37,Город с численностью от 500 тысяч до 950 тысяч,Высшее,10-15 лет,5-10 лет,"Продажи, закупки;",До 1000 человек,директор департамента,20,30 000 — 60 000,Нет,19.013404502040082,21.519862288754137,24.253756218277317,19,19,12,18,9,12,12,19,13,15,22,5,6,32,25,26
81798914,Женщина,31,Город с численностью от 500 тысяч до 950 тысяч,Два и более высших и/или научная степень,5-10 лет,5-10 лет,Образование;,До 500 человек,учитель,50000,30 000 — 60 000,Нет,23.122635184993467,16.97098625379053,28.78323779702533,24,20,12,18,16,15,16,13,8,10,21,5,5,45,35,14
81798888,Женщина,45,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,1-3 года,"Финансы, бухгалтерия, банки;",До 500 человек,экономист,55,60 000 — 100 000,Нет,14.777969513982722,19.85076367982335,23.671346683164565,20,18,12,20,9,10,15,13,11,11,15,19,11,34,31,22
81798874,Женщина,35,Москва,Высшее,15-20 лет,10-15 лет,"Финансы, бухгалтерия, банки;",До 500 человек,бухгалтер,100,60 000 — 100 000,Да,21.013404502040082,20.96119756807456,23.088937148051816,24,20,12,20,16,16,16,18,11,15,25,5,7,34,39,23
81798745,Женщина,40,Москва,Два и более высших и/или научная степень,15-20 лет,15-20 лет,"Продажи, закупки;",До 500 человек,Руководитель направления,100,100 000 — 150 000,Да,13.952728652961927,17.29209895914377,20.559455569303807,15,14,9,15,7,7,10,11,10,10,20,10,11,35,29,23
81798636,Женщина,31,Город с численностью от 500 тысяч до 950 тысяч,Высшее,10-15 лет,0-1 года,Образование;,До 50 человек,воспитатель,30,15 000 — 30 000,Да,15.555678023753995,21.84097499410738,21.141865104416553,15,14,8,15,9,9,6,10,6,8,11,13,14,31,21,13
81798601,Женщина,35,Санкт-Петербург,Высшее,15-20 лет,5-10 лет,Медицина;,До 500 человек,главный экономист,85,60 000 — 100 000,Нет,16.706014527419086,15.75341188358055,21.61238352566854,19,16,11,15,8,9,20,20,13,15,24,7,5,31,32,22
81798574,Мужчина,41,Город с численностью от 500 тысяч до 950 тысяч,Два и более высших и/или научная степень,20 + лет,3-5 лет,Производство;,До 500 человек,инженер-химик,60,30 000 — 60 000,Нет,13.609636905541334,10.255036801519083,16.029973990555796,13,13,6,12,12,10,10,13,12,12,15,8,16,24,33,16
81798548,Мужчина,53,Москва,Высшее,20 + лет,3-5 лет,Образование;,До 50 человек,заместитель,30,60 000 — 100 000,Да,11.44644734080061,24.20893854280128,11.918082876695031,17,19,10,18,7,9,5,7,7,10,19,14,15,41,31,19
81798523,Женщина,30,Город с численностью жителей миллион и более человек,Неоконченное высшее,10-15 лет,5-10 лет,"Продажи, закупки;",До 50 человек,менеджер отдела продаж,80,30 000 — 60 000,Затрудняюсь ответить,7.193016247966952,16.161687425776204,8.85911971919901,16,14,7,17,4,4,5,12,9,12,21,19,16,29,28,17
81798507,Женщина,38,Город с численностью от 500 тысяч до 950 тысяч,Среднее общее (11 классов),10-15 лет,3-5 лет,"Продажи, закупки;",До 500 человек,менеджер продаж,70,30 000 — 60 000,Нет,11.789539088221202,15.151898740060235,25.78323779702533,8,8,4,8,8,10,11,14,10,11,21,7,7,37,29,16
81798477,Женщина,41,Город с численностью от 50 тысяч до 100 тысяч,Высшее,15-20 лет,15-20 лет,Образование;,До 500 человек,методист,100,15 000 — 30 000,Нет,14.675165361567155,24.20893854280128,20.559455569303807,11,16,7,14,6,6,10,12,9,11,22,6,9,33,25,25
81798473,Женщина,37,Город с численностью от 500 тысяч до 950 тысяч,Два и более высших и/или научная степень,10-15 лет,3-5 лет,Медицина;,До 500 человек,менеджер,50,30 000 — 60 000,Да,17.428451236024312,16.502777776245804,27.78323779702533,20,19,11,19,11,7,4,6,8,13,22,5,10,27,31,25
81798399,Женщина,31,Москва,Высшее,5-10 лет,1-3 года,Другое,До 500 человек,тестировщица,100,60 000 — 100 000,Нет,19.290967793434856,16.42251049251134,23.724274639529305,13,10,8,11,7,8,14,13,10,11,15,12,15,27,27,8
81798364,Женщина,32,Город с численностью жителей миллион и более человек,Два и более высших и/или научная степень,10-15 лет,10-15 лет,Юриспруденция;,До 1000 человек,специалист,45,60 000 — 100 000,Нет,17.524828857902065,14.482800131129448,22.61238352566854,14,9,5,10,10,6,17,15,9,7,21,6,18,33,21,30
81798361,Женщина,40,Город с численностью от 100 тысяч до 500 тысяч,Неоконченное высшее,20 + лет,20 + лет,"Продажи, закупки;",До 50 человек,администратор,15,15 000 — 30 000,Нет,22.814222727746767,18.211831675409307,27.200828261912577,19,20,10,20,9,12,18,12,5,12,24,5,5,20,37,24
81798336,Женщина,36,Город с численностью жителей миллион и более человек,Высшее,10-15 лет,5-10 лет,Красота и здоровье;,До 50 человек,Косметолог,75,30 000 — 60 000,Нет,15.206159745795585,19.830786034706993,16.13582990328527,11,10,8,11,12,10,10,12,10,13,19,5,7,19,25,21
81798330,Женщина,35,Москва,Высшее,10-15 лет,10-15 лет,Торговля;,До 500 человек,Фармацевт,49000,60 000 — 100 000,Да,17.2305823811097,24.20893854280128,24.253756218277317,16,13,7,17,5,11,10,17,14,14,21,8,9,32,24,29
81798295,Женщина,40,Город с численностью жителей миллион и более человек,Два и более высших и/или научная степень,15-20 лет,0-1 года,Обслуживание;,1000+ человек,Руководитель направления,100,60 000 — 100 000,Нет,25.598357768055855,22.630296177005345,25.724274639529305,23,15,7,15,12,10,20,18,13,15,24,5,5,34,33,25
81798235,Женщина,47,Москва,Неоконченное высшее,15-20 лет,10-15 лет,Торговля;,До 50 человек,менеджер,60,30 000 — 60 000,Нет,15.675165361567155,18.96119756807456,23.141865104416553,13,14,8,13,10,11,9,18,11,14,24,6,15,36,30,24
81798058,Женщина,35,Город с численностью жителей миллион и более человек,Высшее,10-15 лет,5-10 лет,Производство;,1000+ человек,специалист,20,60 000 — 100 000,Затрудняюсь ответить,17.459300401876245,18.29209895914377,20.559455569303807,23,18,12,18,11,10,12,14,9,12,21,10,11,33,28,25
81798019,Мужчина,49,Город с численностью жителей миллион и более человек,Высшее,20 + лет,5-10 лет,Другое,До 500 человек,начальник отдела,75,60 000 — 100 000,Нет,16.27811473235922,18.96119756807456,14.918082876695031,14,14,7,13,11,8,12,14,10,10,17,9,12,32,24,16
81797965,Женщина,27,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,1-3 года,"Финансы, бухгалтерия, банки;",До 1000 человек,менеджер среднего звена,70,30 000 — 60 000,Нет,14.62763301031763,17.522755421362163,19.559455569303807,10,16,8,17,12,11,15,16,10,11,14,9,13,32,24,17
81797920,Мужчина,46,Город с численностью менее 50 тысяч,Среднее общее (11 классов),20 + лет,5-10 лет,Другое,1000+ человек,машинист экскаватора,45,100 000 — 150 000,Да,18.537681918977697,24.20893854280128,24.671346683164565,21,16,10,17,10,8,19,14,5,9,22,12,13,26,22,29
81797578,Женщина,32,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,5-10 лет,Другое,1000+ человек,научный сотрудник,40,30 000 — 60 000,Затрудняюсь ответить,18.188163641019287,15.402532847394982,16.394636499078306,11,17,9,19,6,4,4,7,11,10,16,21,13,39,24,5
