ID,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,a_sum_1,a_sum_2,a_sum_3,b_sum_1,b_sum_2,b_sum_3,b_sum_4,b_sum_5,b_sum_6,c_sum_1,c_sum_2,c_sum_3,c_sum_4,c_sum_5
65974705,Мужчина,28,Город с численностью жителей миллион и более человек,Неоконченное высшее,3-5 лет,3-5 лет,Обслуживание;,1000+ человек,слесарь эрго,20000,15 000 — 30 000,Нет,27.82895356507956,28.675897604566817,15.262740004644101,16,11,7,12,5,10,17,15,11,13,19
65974581,Женщина,42,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,0-1 года,Производство;,До 500 человек,специалист по кадрам,50,30 000 — 60 000,Нет,28.808051565842444,28.81811699495686,14.40775072749007,18,15,8,16,9,10,20,15,8,14,20
65974563,Мужчина,53,Город с численностью менее 50 тысяч,Среднее общее (11 классов),20 + лет,15-20 лет,строительство,До 50 человек,рабочий,90,15 000 — 30 000,Нет,25.29743746665314,27.67454780749451,16.827707836106192,18,15,9,15,12,12,14,16,8,13,20
65974467,Женщина,27,Город с численностью жителей миллион и более человек,Высшее,3-5 лет,1-3 года,Образование;,До 500 человек,учитель - дефектолог,100,15 000 — 30 000,Нет,26.1441880409566,21.140571341549062,12.218471890737462,15,12,4,10,7,9,6,6,7,8,18
65974372,Женщина,43,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,15-20 лет,Образование;,До 500 человек,специалист,30,30 000 — 60 000,Затрудняюсь ответить,25.29743746665314,22.89658133713901,13.168100586267796,16,15,10,14,9,8,4,8,7,9,17
65974271,Мужчина,48,Город с численностью от 100 тысяч до 500 тысяч,Высшее,15-20 лет,10-15 лет,Производство;,До 50 человек,рабочий,70,15 000 — 30 000,Нет,27.028168111666186,24.91853781190456,15.023089863421827,18,20,11,19,14,14,16,13,10,14,19
65973970,Мужчина,41,Город с численностью от 50 тысяч до 100 тысяч,Высшее,15-20 лет,1-3 года,Производство;,До 500 человек,токарь,75,30 000 — 60 000,Да,25.575685508120124,25.971861555876075,17.77733653163653,19,19,7,18,13,15,4,13,5,14,21
65973932,Женщина,53,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,20 + лет,Медицина;,До 500 человек,врач,80,15 000 — 30 000,Нет,30.501552714449367,28.92789936878459,13.029193053984853,10,12,7,16,10,11,4,12,13,15,17
65973892,Мужчина,55,Город с численностью от 50 тысяч до 100 тысяч,Высшее,20 + лет,15-20 лет,Медицина;,1000+ человек,Инженер-программист,100,30 000 — 60 000,Нет,21.844954863107077,23.89793113421132,14.023089863421827,17,15,8,15,9,9,12,15,10,12,21
65973496,Мужчина,51,Город с численностью от 500 тысяч до 950 тысяч,Высшее,20 + лет,3-5 лет,Производство;,До 500 человек,специалист,500000,30 000 — 60 000,Нет,14.640839615310847,17.150224400639726,7.464225222522762,14,13,8,12,8,9,15,13,9,11,13
65973381,Мужчина,48,Санкт-Петербург,Высшее,20 + лет,10-15 лет,Обслуживание;,До 50 человек,Руководитель,50,60 000 — 100 000,Нет,29.71293363578915,27.57866091106421,6.609235945368731,22,19,9,20,10,7,10,14,7,7,25
65973235,Женщина,35,Город с численностью от 500 тысяч до 950 тысяч,Среднее общее (11 классов),15-20 лет,0-1 года,Красота и здоровье;,До 50 человек,мастер маникюра,0,15 000 — 30 000,Затрудняюсь ответить,8.797923964281747,20.276079531643298,2.8046179726843654,11,13,4,10,8,10,15,19,15,15,24
65973169,Женщина,31,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,1-3 года,Медицина;,1000+ человек,главный специалист,100,30 000 — 60 000,Нет,15.063358395994337,22.008783255395393,13.073461167891493,18,13,10,12,9,7,12,14,9,15,18
65972921,Мужчина,52,Город с численностью от 500 тысяч до 950 тысяч,Неоконченное высшее,20 + лет,20 + лет,Торговля;,До 50 человек,Владелец бизнеса,99,60 000 — 100 000,Нет,24.190153161846688,30.548401174280308,12.833811026669219,13,18,9,17,11,8,20,20,13,14,20
65972829,Женщина,32,Город с численностью от 500 тысяч до 950 тысяч,Высшее,15-20 лет,5-10 лет,Торговля;,До 500 человек,территориальный менеджер,100,30 000 — 60 000,Да,21.998204288803613,23.992468233569316,14.023089863421827,17,14,8,15,10,8,17,16,15,15,24
65972753,Мужчина,34,Город с численностью от 500 тысяч до 950 тысяч,Среднее общее (11 классов),10-15 лет,5-10 лет,"Культура, искусство",До 500 человек,Гардеробщик,100,15 000 — 30 000,Да,9.300703128789937,21.93326077200809,8.319214499676793,16,16,9,17,7,7,20,15,9,10,15
65972685,Женщина,31,Город с численностью жителей миллион и более человек,Неоконченное высшее,5-10 лет,3-5 лет,Производство;,1000+ человек,Полировщик,40000,30 000 — 60 000,Нет,30.501552714449367,33.455213871994616,19.632325808790558,22,13,9,16,11,10,20,17,9,15,22
65972524,Женщина,30,Город с численностью жителей миллион и более человек,Высшее,10-15 лет,1-3 года,"Продажи, закупки;",До 50 человек,менеджер,50,30 000 — 60 000,Затрудняюсь ответить,23.081398906099828,24.8636220062105,16.972718558952163,18,12,9,15,6,7,16,16,12,12,21
65972497,Женщина,29,Москва,Высшее,10-15 лет,0-1 года,"Финансы, бухгалтерия, банки;",До 500 человек,менеджер по обслуживанию клиентов,70,30 000 — 60 000,Да,25.392798458702508,24.841665531444953,11.36348261358343,18,14,10,14,11,13,17,17,12,15,22
65972489,Женщина,49,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,20 + лет,Образование;,До 500 человек,Преподаватель,90,60 000 — 100 000,Нет,23.612671942530177,25.864971803282806,16.827707836106192,12,15,9,12,9,8,14,16,12,13,22
65972479,Женщина,48,Москва,Высшее,20 + лет,15-20 лет,"Финансы, бухгалтерия, банки;",До 50 человек,главный бухгалтер,100,60 000 — 100 000,Нет,5.983998701972484,17.9694042263817,3.659607249838396,18,15,6,15,12,9,17,19,10,15,11
65972469,Женщина,31,Город с численностью от 100 тысяч до 500 тысяч,Среднее общее (11 классов),5-10 лет,3-5 лет,Обслуживание;,До 50 человек,менеджер,90,15 000 — 30 000,Да,20.931337168676407,17.184204241364192,13.928450445045524,20,14,9,11,9,11,12,12,6,11,13
65972461,Женщина,29,Санкт-Петербург,Высшее,5-10 лет,5-10 лет,Транспорт;,1000+ человек,ведущий специалист,43000,60 000 — 100 000,Затрудняюсь ответить,20.989468664319652,25.634926513830578,17.77733653163653,13,14,8,15,10,8,13,13,12,13,17
65972453,Женщина,38,Город с численностью от 500 тысяч до 950 тысяч,Высшее,15-20 лет,1-3 года,Медицина;,1000+ человек,специалист по кадрам,30,30 000 — 60 000,Нет,25.45092995434575,24.78572921595494,17.77733653163653,11,18,12,14,11,4,16,15,8,7,19
65972445,Мужчина,45,Город с численностью жителей миллион и более человек,Неоконченное высшее,20 + лет,5-10 лет,Производство;,До 1000 человек,замдиректора по производству,70,60 000 — 100 000,Нет,24.87369179702531,19.156886363375143,18.77733653163653,14,11,6,10,9,8,12,17,11,9,17
65954185,Мужчина,41,Москва,Два и более высших и/или научная степень,20 + лет,15-20 лет,Образование;,1000+ человек,доцент,20,150 000 — 200 000,Нет,28.866183061485685,24.825350509618872,19.632325808790558,13,15,8,13,11,9,9,16,11,15,25
