ID,d1,d2,d3,d4,d5,d6,d7,d8,d9,d10,d11,d12,a_sum_1,a_sum_2,a_sum_3,b_sum_1,b_sum_2,b_sum_3,b_sum_4,b_sum_5,b_sum_6,c_sum_1,c_sum_2,c_sum_3,c_sum_4,c_sum_5
65982888,Женщина,33,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,10-15 лет,Образование;,До 500 человек,руководитель,100,60 000 — 100 000,Нет,35,33,20,18,15,10,15,8,9,16,16,12,12,21
65982770,Женщина,35,Город с численностью от 100 тысяч до 500 тысяч,Неоконченное высшее,10-15 лет,5-10 лет,"Продажи, закупки;",До 500 человек,кассир-операционист,80,30 000 — 60 000,Да,26,31,15,20,20,10,16,10,11,13,12,13,15,17
65982754,Женщина,35,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,5-10 лет,спорт,До 500 человек,заместитель главного бухгалтера,100,15 000 — 30 000,Да,31,23,21,17,20,10,16,11,10,4,12,7,14,18
65982687,Женщина,37,Город с численностью от 500 тысяч до 950 тысяч,Среднее общее (11 классов),10-15 лет,1-3 года,Обслуживание;,До 1000 человек,Уборщица,100,15 000 — 30 000,Да,27,23,10,16,18,7,16,6,7,15,20,13,14,13
65982558,Женщина,37,Город с численностью жителей миллион и более человек,Неоконченное высшее,10-15 лет,3-5 лет,Образование;,До 500 человек,специалист,100,15 000 — 30 000,Да,29,22,19,18,16,10,18,8,9,10,14,10,13,20
65982555,Женщина,40,Город с численностью от 500 тысяч до 950 тысяч,Среднее общее (11 классов),10-15 лет,1-3 года,Медицина;,До 1000 человек,медицинский работник,15000,15 000 — 30 000,Нет,33,33,21,15,18,10,15,9,12,16,18,8,14,20
65982539,Женщина,29,Москва,Высшее,5-10 лет,5-10 лет,Производство;,1000+ человек,зам начальника,15000,30 000 — 60 000,Нет,30,27,15,22,17,9,15,9,12,17,19,13,15,22
65982521,Женщина,36,Город с численностью от 100 тысяч до 500 тысяч,Высшее,15-20 лет,10-15 лет,Транспорт;,1000+ человек,главный специалист по привлечению клиентов,40,30 000 — 60 000,Да,31,31,19,17,15,11,15,8,6,7,16,9,12,17
65982449,Женщина,33,Санкт-Петербург,Два и более высших и/или научная степень,10-15 лет,5-10 лет,Образование;,До 1000 человек,специалист,56000,30 000 — 60 000,Нет,17,17,10,11,10,6,10,7,6,20,16,7,15,25
65982394,Мужчина,32,Москва,Среднее общее (11 классов),3-5 лет,3-5 лет,фриланс,До 50 человек,Человек,80000,60 000 — 100 000,Затрудняюсь ответить,19,19,19,21,17,12,20,7,7,19,13,10,12,20
65982367,Женщина,52,Город с численностью жителей миллион и более человек,Два и более высших и/или научная степень,20 + лет,10-15 лет,Торговля;,До 50 человек,специалист,50,15 000 — 30 000,Затрудняюсь ответить,26,24,15,19,17,11,19,8,10,13,18,13,13,20
65982307,Женщина,25,Город с численностью от 50 тысяч до 100 тысяч,Высшее,3-5 лет,0-1 года,Красота и здоровье;,До 50 человек,Администратор,95,30 000 — 60 000,Да,35,34,21,23,17,8,18,8,12,13,13,11,13,21
65982238,Женщина,53,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,0-1 года,Торговля;,1000+ человек,продавец-консультант,50,30 000 — 60 000,Нет,34,27,20,14,13,5,14,7,8,12,15,9,13,20
65981863,Женщина,33,Город с численностью от 500 тысяч до 950 тысяч,Среднее общее (11 классов),10-15 лет,3-5 лет,Обслуживание;,До 50 человек,фотограф,3498,30 000 — 60 000,Да,29,30,17,18,12,9,15,11,10,17,17,9,14,24
65981770,Женщина,32,Город с численностью от 100 тысяч до 500 тысяч,Высшее,5-10 лет,5-10 лет,"Продажи, закупки;",До 50 человек,продавец,15000,15 000 — 30 000,Да,26,26,15,20,17,7,19,15,13,15,14,10,13,19
65981724,Женщина,45,Город с численностью от 500 тысяч до 950 тысяч,Неоконченное высшее,15-20 лет,5-10 лет,Логистика;,До 1000 человек,оператор,100,15 000 — 30 000,Да,31,26,21,17,15,7,14,7,11,7,11,7,15,13
65981720,Мужчина,47,Москва,Высшее,20 + лет,3-5 лет,Логистика;,1000+ человек,Логист,90,60 000 — 100 000,Затрудняюсь ответить,34,30,19,17,15,7,14,7,7,15,17,11,13,25
65981719,Мужчина,51,Город с численностью от 100 тысяч до 500 тысяч,Неоконченное высшее,20 + лет,3-5 лет,Транспорт;,До 50 человек,водитель-экспертов,80,60 000 — 100 000,Да,23,25,15,19,16,10,18,10,10,12,13,4,14,16
65981676,Женщина,43,Город с численностью от 100 тысяч до 500 тысяч,Среднее общее (11 классов),10-15 лет,3-5 лет,Торговля;,До 50 человек,менеджер,50,30 000 — 60 000,Да,28,31,11,21,15,11,16,13,14,17,15,7,15,23
65981660,Женщина,50,Город с численностью жителей миллион и более человек,Основное общее (9 классов),15-20 лет,10-15 лет,Торговля;,До 50 человек,кассир,30000,30 000 — 60 000,Нет,21,32,3,21,12,4,12,6,7,15,12,13,14,16
65981532,Женщина,32,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,3-5 лет,Медицина;,До 500 человек,экономист,80,15 000 — 30 000,Да,32,29,20,13,9,6,9,11,11,9,16,6,10,16
65981495,Женщина,53,Санкт-Петербург,Среднее общее (11 классов),10-15 лет,10-15 лет,фриланс,1000+ человек,копирайтер,9,15 000 — 30 000,Затрудняюсь ответить,15,27,13,7,12,3,9,7,4,13,14,6,12,18
65981479,Женщина,37,Город с численностью от 500 тысяч до 950 тысяч,Высшее,10-15 лет,0-1 года,Образование;,До 50 человек,педагог,100,15 000 — 30 000,Да,29,29,17,14,13,10,13,10,11,11,19,10,12,21
65981449,Женщина,45,Город с численностью менее 50 тысяч,Высшее,20 + лет,5-10 лет,служба экстренной помощи,До 50 человек,старший оператор,6800,0 — 15 000,Нет,28,27,18,16,10,7,12,7,7,6,11,10,15,15
65981402,Женщина,32,Город с численностью жителей миллион и более человек,Неоконченное высшее,10-15 лет,0-1 года,Обслуживание;,1000+ человек,территориальный менеджер,45,30 000 — 60 000,Затрудняюсь ответить,25,22,16,18,15,10,15,9,8,6,8,5,12,16
65981263,Женщина,37,Город с численностью от 50 тысяч до 100 тысяч,Высшее,15-20 лет,15-20 лет,Культура,До 50 человек,главный библиотекарь,70,15 000 — 30 000,Нет,5,32,20,13,12,6,13,10,8,12,15,13,12,18
65981187,Мужчина,52,Санкт-Петербург,Высшее,20 + лет,20 + лет,Производство;,До 500 человек,директор,80,60 000 — 100 000,Нет,29,27,15,16,15,10,14,8,6,16,16,11,12,21
65981182,Женщина,45,Город с численностью от 500 тысяч до 950 тысяч,Неоконченное высшее,15-20 лет,5-10 лет,Производство;,До 500 человек,начальник БТД,50,30 000 — 60 000,Нет,33,32,19,19,20,9,17,14,10,15,14,10,14,21
65981136,Женщина,29,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,3-5 лет,Производство;,1000+ человек,инженер,70,30 000 — 60 000,Да,14,25,12,23,16,10,15,13,16,7,12,9,15,19
65981107,Женщина,32,Город с численностью жителей миллион и более человек,Высшее,10-15 лет,5-10 лет,Производство;,До 500 человек,раскройщик,0,30 000 — 60 000,Нет,35,31,21,11,15,5,10,12,9,13,19,12,15,22
65981089,Мужчина,45,Москва,Высшее,15-20 лет,1-3 года,некоммерческая организация,До 50 человек,инженер,95,60 000 — 100 000,Да,20,27,16,19,16,8,14,8,6,9,5,6,9,14
65981074,Женщина,31,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,3-5 лет,Образование;,До 50 человек,Воспитатель,70,30 000 — 60 000,Нет,25,26,17,20,18,12,19,14,12,20,19,14,15,25
65981065,Женщина,31,Город с численностью менее 50 тысяч,Высшее,3-5 лет,1-3 года,Образование;,До 50 человек,младший воспитатель,100,0 — 15 000,Да,35,30,9,19,20,9,17,5,7,6,19,14,15,22
65981044,Женщина,44,Город с численностью жителей миллион и более человек,Высшее,20 + лет,5-10 лет,Торговля;,До 50 человек,зам директора,100,15 000 — 30 000,Да,18,20,12,12,10,6,10,8,8,11,12,9,9,15
65980955,Мужчина,38,Город с численностью от 500 тысяч до 950 тысяч,Неоконченное высшее,15-20 лет,0-1 года,"Продажи, закупки;",До 50 человек,торговый представитель,50,15 000 — 30 000,Да,26,22,18,17,14,9,15,10,9,8,13,8,12,12
65980822,Мужчина,45,Город с численностью жителей миллион и более человек,Неоконченное высшее,20 + лет,15-20 лет,энергетика,1000+ человек,крановщик,45000,30 000 — 60 000,Да,33,30,20,16,13,9,15,10,8,11,13,7,13,19
65980768,Мужчина,44,Город с численностью менее 50 тысяч,Основное общее (9 классов),15-20 лет,5-10 лет,Производство;,До 500 человек,контролёр,95,30 000 — 60 000,Нет,20,21,10,16,11,7,13,8,10,12,19,8,15,9
65980718,Женщина,32,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,3-5 лет,Производство;,До 500 человек,кадры,85,30 000 — 60 000,Да,35,31,17,19,17,9,17,11,13,13,13,8,13,21
65980570,Женщина,42,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,10-15 лет,Образование;,До 500 человек,Учитель,80,30 000 — 60 000,Да,19,23,13,10,13,7,13,8,7,9,12,8,11,16
65980430,Женщина,38,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,5-10 лет,Локализация,До 500 человек,Менеджер по персоналу,100,60 000 — 100 000,Нет,32,23,13,13,13,6,15,7,8,15,14,6,14,16
65980367,Мужчина,53,Город с численностью от 100 тысяч до 500 тысяч,Неоконченное высшее,20 + лет,20 + лет,безопасность,До 50 человек,инспектор,100,15 000 — 30 000,Да,5,5,3,8,7,4,7,6,6,4,5,5,3,5
65980220,Мужчина,44,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,15-20 лет,"Продажи, закупки;",До 50 человек,заместитель директора,50,30 000 — 60 000,Нет,27,26,15,21,17,11,15,13,14,13,16,9,12,18
65980203,Женщина,53,Город с численностью от 100 тысяч до 500 тысяч,Среднее общее (11 классов),20 + лет,5-10 лет,досуг и развлечения,До 50 человек,менеджер среднего звена,70,15 000 — 30 000,Нет,31,33,21,19,19,9,17,10,11,14,19,10,15,20
65980117,Женщина,34,Город с численностью жителей миллион и более человек,Высшее,5-10 лет,1-3 года,Медицина;,До 500 человек,Администратор,80,15 000 — 30 000,Нет,29,25,18,15,14,8,12,11,10,12,12,12,12,17
65980025,Женщина,32,Город с численностью жителей миллион и более человек,Неоконченное высшее,10-15 лет,5-10 лет,Производство;,1000+ человек,Старший бухгалтер,100,60 000 — 100 000,Нет,24,24,16,15,12,6,11,8,10,15,17,12,13,20
65979995,Мужчина,40,Санкт-Петербург,Среднее общее (11 классов),15-20 лет,1-3 года,Производство;,1000+ человек,вентилевой,80,30 000 — 60 000,Да,35,35,21,19,20,12,20,16,16,12,16,7,15,25
65979930,Женщина,36,Москва,Неоконченное высшее,15-20 лет,1-3 года,"Продажи, закупки;",До 500 человек,менеджер,80,30 000 — 60 000,Затрудняюсь ответить,29,24,18,14,13,8,12,6,12,4,14,11,15,18
65979864,Женщина,52,Город с численностью от 100 тысяч до 500 тысяч,Высшее,20 + лет,10-15 лет,Красота и здоровье;,1000+ человек,Завелующая отделением,20,30 000 — 60 000,Затрудняюсь ответить,34,28,18,15,16,8,18,10,9,10,15,10,12,19
65979743,Женщина,43,Санкт-Петербург,Неоконченное высшее,15-20 лет,10-15 лет,Торговля;,До 50 человек,Продавец,90,30 000 — 60 000,Нет,25,27,9,14,13,7,13,6,6,8,9,8,12,15
65979713,Женщина,33,Москва,Высшее,15-20 лет,10-15 лет,Торговля;,До 1000 человек,специалист,35,15 000 — 30 000,Нет,19,21,11,15,11,7,10,11,10,11,11,9,10,19
65979660,Мужчина,41,Село,Основное общее (9 классов),15-20 лет,5-10 лет,Обслуживание;,До 50 человек,зам. начальника,70,15 000 — 30 000,Нет,25,23,16,17,15,7,15,7,10,5,10,7,11,16
65979658,Женщина,28,Москва,Два и более высших и/или научная степень,5-10 лет,5-10 лет,"Продажи, закупки;",1000+ человек,директор,80,60 000 — 100 000,Нет,35,32,21,24,20,12,20,13,12,20,20,13,15,25
65979573,Мужчина,34,Город с численностью от 500 тысяч до 950 тысяч,Основное общее (9 классов),5-10 лет,0-1 года,Производство;,До 50 человек,фасофщик,26000,15 000 — 30 000,Нет,21,20,12,14,9,5,9,6,6,10,12,11,14,14
65979571,Женщина,41,Город с численностью жителей миллион и более человек,Неоконченное высшее,15-20 лет,1-3 года,Торговля;,До 500 человек,Менеджер,90,15 000 — 30 000,Да,24,23,14,12,13,6,13,7,10,9,8,7,15,19
65979564,Женщина,33,Город с численностью менее 50 тысяч,Неоконченное высшее,10-15 лет,0-1 года,"Продажи, закупки;",До 50 человек,Менеджер,100,15 000 — 30 000,Да,29,22,10,19,16,8,12,15,14,4,9,8,12,25
65979526,Женщина,38,Город с численностью от 100 тысяч до 500 тысяч,Среднее общее (11 классов),5-10 лет,3-5 лет,Торговля;,До 50 человек,оператор,100,15 000 — 30 000,Нет,30,30,19,19,16,10,17,12,11,15,17,13,12,19
65979515,Женщина,28,Москва,Высшее,10-15 лет,5-10 лет,Логистика;,1000+ человек,старший специалист,70,60 000 — 100 000,Нет,31,27,17,15,13,7,10,9,14,10,12,10,15,18
65979508,Мужчина,36,Город с численностью жителей миллион и более человек,Среднее общее (11 классов),15-20 лет,15-20 лет,Производство;,До 1000 человек,вулканизаторщик,87,30 000 — 60 000,Нет,22,20,14,18,15,9,15,12,12,12,13,9,14,20
65979444,Женщина,29,Москва,Неоконченное высшее,3-5 лет,0-1 года,"Продажи, закупки;",До 50 человек,продавец-кассир,10,30 000 — 60 000,Да,21,32,15,17,20,9,18,7,11,14,15,12,15,17
65979438,Женщина,33,Город с численностью от 500 тысяч до 950 тысяч,Высшее,5-10 лет,0-1 года,"Финансы, бухгалтерия, банки;",До 50 человек,Контент-менеджер,100,15 000 — 30 000,Нет,33,34,20,16,19,10,17,12,9,20,20,13,15,23
65979402,Женщина,39,Город с численностью жителей миллион и более человек,Высшее,15-20 лет,3-5 лет,"Финансы, бухгалтерия, банки;",До 50 человек,Владелец бизнеса,80,30 000 — 60 000,Нет,30,34,18,24,20,12,20,12,16,20,20,14,15,24
65979363,Женщина,42,Город с численностью жителей миллион и более человек,Неоконченное высшее,20 + лет,0-1 года,Торговля;,До 500 человек,заместитель директора магазина,100,15 000 — 30 000,Да,34,25,21,24,17,11,16,6,6,5,8,10,15,23
65979284,Женщина,33,Город с численностью жителей миллион и более человек,Два и более высших и/или научная степень,10-15 лет,1-3 года,Торговля;,1000+ человек,бухгалтер,100,30 000 — 60 000,Нет,30,30,20,15,16,10,15,10,11,15,15,12,13,19
65979021,Мужчина,40,Город с численностью от 500 тысяч до 950 тысяч,Среднее общее (11 классов),15-20 лет,5-10 лет,строительство,До 50 человек,рабочий,30000,15 000 — 30 000,Да,33,27,20,22,20,8,16,12,11,7,11,5,11,16
65978949,Мужчина,35,Город с численностью от 100 тысяч до 500 тысяч,Два и более высших и/или научная степень,10-15 лет,3-5 лет,Транспорт;,До 50 человек,водитель,100,30 000 — 60 000,Нет,26,30,18,22,19,11,18,15,16,20,20,15,15,25
